Review,Rating,Sentiment;Label;;
nasi dan lauk enak hanya yang premium pakai urapnya ga kuat sampe sore mgkn bs diberi pilihan sayur lain jika mau yg premium dan perhitungan ongkirnya juga agak krg masuk akal awalnya saya tanya kirim ke sekolahan ongkir 30rb lalu saya tny kiri ke rumah jadi 60rb pdhal rumah saya sebelahan sama sekolah buat masukan aja ke seller,4, ;N;;
tumpeng mini nya enak recommended banget,5, ;P;;
nasi kuningnya cantik n enak lauknya pun mantap,5, ;P;;
nasi nya tidak keras dan lauknya enak2 untungnya order yg premium krn porsinya kurang klo menurut saya tapi overall puas dengan order ini terima kasih,5, ;P;;
porsi pas lauk banyak rasanya sumpah enak aku pake ayam bakar dan rasanya gurih enak bumbu nya berasa banget bakal jd langganan ahh,5, ;P;;
tumpengnya ok dan ada bonus pudingnya tks,5, ;P;;
trima kasih pesanan sampai tujuan dengan baik trima kasih diberikan bonus puding semoga berkah,5, ;P;;
enak banget nasi kuningnya dan lauk2nya lalapannya fresh sellernya ramah order sore bsknya diterima,5, ;P;;
rasa memuaskan harga murah kualitas luar biasa ditambah ada bonus puding,5, ;P;;
tumpeng nya ok utk rasa dan penampilan tp sayangnya janji kirim jam 3 ternyata sampainya jam 4 30 pdhl jam kantor hanya sampai jam 4 penerimanya jd hrs nunggu dulu gak bisa pulang utk makanan spt ini ketepatan waktu sesuai permintaan itu penting jd hrs diperhatikan,4, ;N;;
dengan harga segitu masakannya ajip mantap masih anget pula pokonya ngak ada yg kurang puas bgt ud gitu dpt bonus lg puding khusus di bulan puasa makasih ya tunggu order berikunya,5, ;P;;
suka bgt sama tumpeng mininya trs juga bonus pudingnyaa terimakasih yaa,5, ;P;;
masakannya enak seller baik sayang datangnya ga ontime tapi gapapa masih aman mungkin untuk pengirimannya lebih diperhatikan lagi,5, ;N;;
alhamdulillaah sesuai order pengiriman on time menu mantabz apalagi rasa nya maknyoooss recommended dech,5, ;P;;
pertama kali pesen tumpeng disini puas bgt dtg tepat waktu dan rasanya enak bgt owner juga baik bgt sukses terus yaa,5, ;P;;
barangnya dr seller ok cuman ekspedisi dr free ongkir yaitu anteraja mengecewakan lama kalau pesen hrs jauh2 hari dan tak usah berharap cepat datang seminggu baru nyampe itu estemasinya,5, ;N;;
udah orderan keseratus kayaknya wkkwkw berharap dapat hadiah motor dari sellernya,5, ;P;;
langgananan,5, ;P;;
sering order barang bagus pelayanan cepat,5, ;P;;
cepat sampainya dan isinya oke,5, ;P;;
kamsiya,5, ;P;;
ga ada tulisan exp nya jadi bingung,4, ;N;;
pengiriman lumayan cepet tapi ikannya bnyk yg gosong dan agak kotor ya,4, ;N;;
mantap deh pokoknya beli disini,5, ;P;;
rasa gurih seperti rasa ikan,5, ;P;;
recommended deh pokoknya,5, ;P;;
recommended seller pokoknya makasih ya biar bintang yg bicara,5, ;P;;
rasa enak bgt tekstur masih terlalu keras utk anak usia 1 tahun,5, ;N;;
lumayan rasanya,3, ;P;;
ketagihan enakkk,5, ;P;;
packing cepat aman rapi barang sampai dg selamat kualitas ok,5, ;P;;
sampai rumah basi,1, ;N;;
bandengnya udah adem pantesan berlendir pas dibuka,2, ;N;;
packingan oke praktis udh tinggal masak seller oke,5, ;P;;
cepat sampai packing aman isi sesuai terima kasih,5, ;P;;
makanan seh suka tapi sambelnya teenyata instant sambel terasi merk uleg dari finna dah gitu ekspedisi lama banget biasanya saya belanja pagi sampainya sore di esok harinya,4, ;N;;
sesuai deskripsi belum dicobain tks,5, ;P;;
pengirimanny cepet bgt thanks seller untuk rasanya belum dicoba klo enak pasti beli lagi,5, ;P;;
mantaap rasanyaa,5, ;P;;
pelayanan dan pengiriman slalu cepat terima kasih,5, ;P;;
konsisten,5, ;P;;
cepet banget sampe nya thx udah fast response ya kangen sama makanan satu ini semenjak pindah dr surabaya btw ini minyak nya abis tumpah2 dalam pengiriman sptnya next time di buat lebih rapet lagi packaging nya,5, ;N;;
packing rapi produk original mantabss,5, ;P;;
repeat order tp wrapping gak sebagus pembelian sebelumnya beli 3 yg 1 toplesnya pecah ada bubble wrap tp cuma 1 lapis mungkin bs di tingkatkan packingnya krn hrsnya mau dibawa keluar kota jd ga bs,5, ;N;;
enak bgt bos solusi darurat sahur,5, ;P;;
mantap cepat packing aman,5, ;P;;
pengemasan aman rapi sampai sumatra dtrima dg baik rekomended,5, ;P;;
pengirimannya cpt bgt mantapp,5, ;P;;
respon cepat rasa otaji paling enak ga banyak minyak,5, ;P;;
seperti pesanan2 sebelumnya selalu memuaskan tq,5, ;P;;
paket sudah sampai cepet banget kemasan sangat rapi dan imut karena kotaknya kecil semoga rasanya enak biar bisa pesen lagi sukses buat tokonya ya,5, ;P;;
teri nya agak kurang gurih sedikit,5, ;N;;
enak sekali pada saat pengiriman hampir saja tdk diterima namun tdk begitu lama pengirim datang,5, ;P;;
teri kacang balado udah terima dg baik,4, ;P;;
enak rasanya manis pedas terinya dibanyakin lagi dong,5, ;P;;
sudah sampai sesuai pesanan moga2 gak terlalu pedas,5, ;P;;
terimakasih seller fast responnya,5, ;P;;
jujur tadinya gamau ngasih bintang jelek sebelum kirim ga bilang kalo barang kosong tiba2 sampe dikasih tulisan bakso cuanki kosong oke sy maklumin terus admin bilang bakal dikirim jumat oke sy tunggu udah seminggu ga ada kabar saya tanyain terus mau dikirim keesokan harinya eh bener aja sampe hari ini ga dikirim kan bener saya udah bilang bakso cuanki nya ambil aja mba makan aja,1, ;N;;
barang pesanan sudah sampai dan diterima dalam terbungkus rapi sesuai pesanan terima kasih,5, ;P;;
agak lama sih ngirimnya,4, ;N;;
terima kasih pesanan sudah di terima,5, ;P;;
enakkk namanya juga po jd lama,5, ;P;;
rasanya b aja masih di bawah rasa bakso cuangki juara lebak bulus,3, ;N;;
respon penjual cepat harga pas packing aman dan rapih rasa cuankie juga enak,5, ;P;;
kalo ini keknya lumayan oke belom coba sihh nunggu hujan bikinnya,4, ;P;;
respon cepat pengiriman cepat selebihnya biarlah bintang yg berbicara tq bosque,5, ;P;;
enk baksonya pelayanan nya mantul n sdh belanja yg ke 3 x tinggal nunggu bns tmbhan ni klk belanja lg wkwkwkw,5, ;P;;
sudah sering order pelayanan pengiriman dan produk baik,5, ;P;;
its all good keep up the good job,5, ;P;;
product sesuai packing dan pengiriman baik,5, ;P;;
sudah langganan sudah tau kwalitas,5, ;P;;
udah langganan d sini baksonya enak pengiriman jg cepat,5, ;P;;
makananya enak,5, ;P;;
lezzattoooo,5, ;P;;
suka bgt dengan fast response dan kirimanya yg express pizza jg enakk,5, ;P;;
enaaakk pesan bayar menjelang jam9 sebelum jam11 semua pesanan sudah tiba jarak sekitar 11km,5, ;P;;
direspon dengan cepat diterima dalam keadaan baik pizza nya wangi saya cocok dengan rasanya tasty semua rasa campuran cheese rotinya berimbang,5, ;P;;
enak banget cheesenya banyak tiramisu nya jg enak very very delicious,5, ;P;;
tadi awalnya salah kirim ya lgs disusul pizza kedua jadinya double terima kasih ya pizza nya enak,5, ;P;;
respon cpt yg aku kirim sukak,5, ;P;;
dimakan pake salad sayur tambah enak,5, ;P;;
pesanan sudah diterima dengan baik dan sesuai deskripsi enak semua terima kasih banyak ya semoga makin sukses aamiin,5, ;P;;
terima nya kurangbagus,4, ;N;;
salmon mentai momomaru emang paling pas mentainya enak dan pas jumlahnya ga bikin eneg,5, ;P;;
selalu puas udah repeat order gatau brp kali puedes sambelnya jos dan kulitnya bener2 tipis the best,5, ;P;;
sejujurnya tidak seenak pembelian pertama saya juga ngga bisa pinpoint kenapa begitu tetapi cukup lumayan baik dr segi rasa maupun sambal yg lumayan nendang dan pedas,4, ;N;;
enak coipan n sambalnya mantap,5, ;P;;
coipannya enak next bakal order lg,4, ;P;;
enak beneran enak banget kulitnya tipis bawang putihnya banyak sambelnya pedes mantapp,5, ;P;;
recommended product one of the best choipans yang pernah saya pesan secara online seller ramah dan komunikatif,5, ;P;;
pengiriman cepat penjual juga ramah komunikatif kulit choipannya memang tipis sambalnya mantap dan gak pelit,5, ;P;;
mantap choipan ny enakk,5, ;P;;
enak krenyes2 dan sambalnya mantap,5, ;P;;
enak bangettttt kulit tipis isi banyak cucok buat buka puasa akuu hihihih thankyou sis,5, ;P;;
pengirimannya cepet hati yang sama diantar lom dicoba sih,5, ;P;;
saladnya segar dan enak admin juga fast response ketika ada kesalahan dalam pengiriman selalu puas beli salad di sini,5, ;P;;
rasanya enak cm kali ini kentangnya rada keras,5, ;N;;
enak pengiriman sangat cepat,5, ;P;;
cepat banget rasanya baru pesan beberapa menit yg lalu ikutan flash sale eh udah sampai,5, ;P;;
fresh dikasih bonus tomat ceri terima kasih,5, ;P;;
salad sayuran paling murah 50rbu dpet 3 walau isinya cuman sayurannya topping kn bsa bebas nambahin sndiri mau pke irisan ikan tuna daging dll saosnya enak,5, ;P;;
saladnya mantap,5, ;P;;
fast respon brg fresh puas blnj d sini dpt bonus tomat kali ini sukses gan,5, ;P;;
ya ampuuun enak banget sayurnya fresh cepat dikirim harga bersahabat dapat bonus lagi bakal sering langganan nih,5, ;P;;
fast respond n delivery tks utk free saladnya,5, ;P;;
siang order sore langsung sampai,5, ;P;;
pelayanan bagus,5, ;P;;
kimchinya wangi banget pesan hari ini dan besoknya langsung sampai langsung buka icip dan rasanya sesuai dengan request penjual juga ramah karena menanyakan mau berapa tingkat pedas dan asam dari kimchi nya packing juga super rapi double bubble wrap thanks sist,5, ;P;;
kimchi nya ok banget thanks gan,5, ;P;;
kimchi nya enak banget dengan harga segini dan dpt banyak worth it kimchi juicenya juga banyak cocok buat nasi goreng dan kimchi jiggae so yummyyyyy bakal repeat order deh kalo uda abis,5, ;P;;
mantul pembelian ke 2 mantaplah packingnya kaga bocor semoga jualanya laris manis,5, ;P;;
kimchinya enak,5, ;P;;
dah 2x order di sini kimchi nya enak harga nya lumayan murah thanks,5, ;P;;
seller ramah kimchi nya enakkk sesuai request repeat order yg kesekian kalinya ttp ga bosen paling enak diantara kimchi yg lain percaya deh ga nyesel beli di kimchi id,5, ;P;;
taste is good,5, ;P;;
packing rapi bgt udah kecium bau2nya walau blm dibuka makasih seller,5, ;P;;
cuman 1harang dtg,5, ;N;;
kimchi nya rasa nya enak banget terutama yg lobak nya pkknya emang beda rasanyapengiriman jg cepat banget sampai nya pengemasan jg rapih dan aman di pakein toples pula,5, ;P;;
enyakkkk,5, ;P;;
kimchinya tiba sdh kurang fresh,4, ;N;;
sesuai deskripsi agak manis rasanya,5, ;N;;
terlalu manis beda sama kimchi korea,1, ;N;;
kimchinya terlalu asam kurang pedas,3, ;N;;
rasa nya memuaskan gurih sedikit pedas sekilas rasa manis tinggal asam nya ditambah saya sengaja beli fresh supaya bisa atur kadar keasaman nya sendiri enak sayurnya segar dan crunchy berikut pasti beli lagi kimchi sehat banget ini makanan probiotik alami,5, ;P;;
pengiriman cepat pake instant no drama tapi kenapa begitu dibuka aromanya kayak basi gitu tetapi pas dimakan baik baik aja sih ini orderan kedua kali dan rasanya konsisten,4, ;N;;
enak saladnya pengiriman juga cepat rapi bungkusnya,5, ;P;;
saladnya enak dressingnya kurang terlalu suka,4, ;N;;
coba beli karena lagi promo ternyata enak dan mengenyangkan dua potongan salad wrap dengan kulit tortilla ini beneran bikin kenyang karena isiannya yang padat dan kaya tekstur buat buka puasa cocok banget dressing nya honey mustard yang dominan asam saya prefer lebih manis sih dikemas dengan sangat baik dressing sauce masih dilapisi plastik dan ngga tumpah,5, ;P;;
saladnya cantik bentuknya tapi aku tidak suka dressingnya rasa seperti ada wasabi untungnya beli dressing pesto jd bisa dimakan pake pesto tq,3, ;N;;
sdh beli yg ke 3 kali enak bahannya segar penampilan cantik,5, ;P;;
fast response cantik bgt tampilannya dan enak bakal bli lagi d,5, ;P;;
terima kasih pak bu pengemasan rapi dan pengiriman cepat pelayanan memuaskan mantappp,5, ;P;;
favorit banget ini ukuran besar bisa bagi buat dua waktu makan rasa ga perlu ditanya udah sering beli apalagi kalo flash sale hehe terima kasih serasa sering sering diskon ya hehee,5, ;P;;
selalu langganan di sini tq kakak seller,5, ;P;;
udah beli 2 kali mantappp enakk,5, ;P;;
rasanya enak bgt gaboong trus taste nya ramah buat lidah orang indo tp kyanya fermentasinya klamaan jd ada sensasi di lidah gtu overall ini kimchi terenak si,5, ;P;;
respon cepat kimchinya enaaak,5, ;P;;
enak banget sdh ky makan di resto korea,5, ;P;;
enak bangetttt cepet juga ntaps,5, ;P;;
rasanya enak the best lah kimchinya ini,5, ;P;;
pertama nyoba kimchinya ternyata enak seger banget asemnya pas temen makan ramyeon,5, ;P;;
kimchi pa ini salah satu favorit selain varian timun sawi udah beberapa kali order selalu enak bisa dimakan dgn jajang ramyeon atau saat bbq,5, ;P;;
enak bakal langganan teus,5, ;P;;
sukaa bgt udah beberapa kali pesan ga pernah kecewa sayang pemesanan terakhir kena zonk sama jasa pengirimannya barang lama dijalan,5, ;N;;
sellernya ramah dan kooperatif ada kesalahan pilihan kiriman dari saya sehingga barang sampai tidak bagus lagi tapi diganti dengan barang baru hanya dengan membayar ongkir thank you,5, ;P;;
bumbu kemanisan ini bukan kimchi bumbunya jauh bgt,1, ;N;;
enak sekaliii,5, ;P;;
kimchinya enakkkk banget kyk yg ada di korean food resto dan fresh,5, ;P;;
kimchi dari sini selalu enak ini pertama kali cobain varian bawang fresh banget masih manis mau coba simpen 2 3 hari biar fermentasi dl hehe,5, ;P;;
enak renyah dan fresh,5, ;P;;
pengiriman cepat dan seller sangat responsif,5, ;P;;
saya blm pernah makan kimchi asli di korea tapi setidaknya ini yg paling ramah di lidah saya d pengiriman juga saya cepat,5, ;P;;
anak saya bs makan krn tdk asam dan tidak terlalu pedas,5, ;P;;
seller fast response dan ramah kimchi nya enak banget dan fresh recommended seller,5, ;P;;
rasanya enaakkkk langsung mau order lagi penjual responsif,5, ;P;;
dah langganan rasa konsisten,5, ;P;;
yummyyy,5, ;P;;
mantap sekali bintang 5,5, ;P;;
saya dan istri suka fresh tingkat keasaman bisa diatur sendiri jadi bisa menyesuaikan dengan selera,5, ;P;;
maaf baru kasih ulasan krna baru dicoba kimchinya enak fresh penjualnya jg ramah sekali terima kasih,5, ;P;;
good tapi kurangnya bbrp barang kering dan basah di campur dalam satu kantong hitam trus kantong hitam nya tipis,4, ;N;;
barang sampai rmh masih agak dingin2 mantul,5, ;P;;
sellernya bisa diajak gercep saat urgent exp masih lama thanks kak,5, ;P;;
cepet banget pengirimannya pesen siang sorenya uda sampe the best,5, ;P;;
proses cepat thx,5, ;P;;
maaf baru ksi tw barang kmren sudah smpai mantep barang cpet smpai lau gx cpet smpai tkut nya rusak good bgt langsung older langsung proses,5, ;P;;
lobak asin nya sesuai terimakasih sukses terus ya,5, ;P;;
pelayanan dan kakaknya luar biasa baiknya god bless ya kak,5, ;P;;
barangnya ok servicenya express tq,5, ;P;;
puas srkali memang gak lama sampai tapi kemarin baru sekarang kasih ulasan kurir ramah dan baik terima kasih toko pedia,5, ;P;;
bagus harga terjangkau kurir ramah,5, ;P;;
cepat dan mantappppp,5, ;P;;
freshh enak asamnya pas tp sedikit pahit,4, ;P;;
packing nya rapih bgt sumpah tapi sayang dikit bgt muehehehehehe,5, ;P;;
enaaak banget asem nya pedesnyaa,5, ;P;;
aduh lupa foto enak kimchinya fresh,5, ;P;;
proses kirim cepet ga pake lamaa dan kimchi nya enakkk loh rekomended mayan dapat promo thanks,5, ;P;;
enak banget mantappp,5, ;P;;
respon cepat kemasan rapi dan mantap rasa belum coba klo cocok bakal langganan beli nih,5, ;P;;
udh 3x beli koto kimchi kimchi paling enak yg pernah aku beliseger bgt dan cabbage nya renyah bgt,5, ;P;;
barang sesuai pesanan pengiriman cepat dan aman thanks seller,5, ;P;;
packagingnya pakai dus dan wrap rapih banget,5, ;P;;
enakk bgt,5, ;P;;
brg sesuai deskripsi kualitas bgs respon cepat n packaging rapi recommended,5, ;P;;
saya repurchase tapi kenapa bumbunya dipisah belom dicampurin kayak dulu pertama kali beli saya sedih paket belom saya buka sangking ssdihnya,5, ;N;;
barang bagus proses cepat,5, ;P;;
kimchinya enaak udah order dilain tempat ini paling enak huhuuuu,5, ;P;;
tasty,5, ;P;;
enak dan segar penjual ramah makasih,5, ;P;;
sudah repeat order terus suka kimchi nya rasa asam dan pedasnya pas volumenya juga cukup banyak,5, ;P;;
dikemas rapih biarpun ada yang bocor tapi cuma rembes,5, ;N;;
kiriman yg kesekian x cepat ya reseler jg okeh sayangnya yg kiriman ke 3 ada kebocoran sesuai foto yg saya kirim so far okeh,5, ;N;;
kurang asem cuka padahal sdh dikulkas 7 hari,4, ;N;;
ini kimchi yang terfresh yang pernah ku makan enak banget masih berasa manis manis sayang packagingnya kurang baik menurutku karna ku kira akan dibagi menjadi 2 toples per 400gr sesampainya dirumah toplesnya menggembung jd agak susah untuk dibuka saat dibuka meledak mungkin karna selama perjalanan si kimchi banyak guncangan dan panas jd ku kehilangan bumbu lumayan banyak hehehe,5, ;N;;
proses pengiriman cepat,5, ;P;;
beneran enak,5, ;P;;
enaaak bgt sayangnya 400gr masih kurang dosisnya buat saya nyiahahha,5, ;P;;
entah orderan ke berapa kali selalu fresh kimchinya jadi blm asem pasti order lagi ini mah,5, ;P;;
packagingnya aman plastik dalam toples tapi karna ngembang jd susah banged buka toplesnya wkwkw kalau rasa c sudah pasti kimchi terenak,5, ;P;;
kimchi nya enak udah beberapa kali beli tapi saya beli 700 gram dapetnya cuma 662 gram udah sama kemasan,1, ;N;;
respon seller cepat sudah beli ke 2 kali gak kecewa terima kasih banyak,5, ;P;;
puas barang sesuai,5, ;P;;
cepat packing aman produk mantap,5, ;P;;
barangnya ok servicenya super express tq,5, ;P;;
packing rapih pengiriman cepat semoga nanti bisa reorder makasih seller,5, ;P;;
enak recommended seller top next order lagi deh terimakasih,5, ;P;;
semuanya okeyyy,5, ;P;;
fast respone enak,5, ;P;;
fast delivery good product,5, ;P;;
makanannya cepat dateng dan enak,5, ;P;;
barang sesuai deskripsi dan pengiriman cepat trims,5, ;P;;
mungkin aku ga cocok sama masakan korea aku lebih cocok masakan jepang udah nyoba banyak makanan korea tapi ga ada yang cocok untuk kimchinya mungkin enak tapi asam banget,4, ;N;;
repeat order,5, ;P;;
pesanan cepet sampai packing nya rapih bgt,5, ;P;;
rasanya enak pengobat rindu blm bisa balik ke korea tapi setidaknya masih bisa makan kimchi homemade disini bakal jadi langganan,5, ;P;;
worth to buy yang lebih murah banyak tp rasanya gakaruan mending yang ini,5, ;P;;
respon cepat mantap lah,5, ;P;;
pesanan sdh saya terima dan sesuai thanks seller,5, ;P;;
sudah sy terima tapi nggak sy makan karena sdh lebih 5 hari di perjalanan takut sakit perut produk ini sudah sampai di kota saya hari senin tapi baru diantar ke saya kamis hari ini itupun setelah email cs anteraja dan komplain tokopedia,3, ;N;;
