Review,Rating,Sentiment,tokenization,Review_Normalized,df_token_stemm,Review_clean
akhir ya yg ditunggu sampe juga thank you,5,Positive,"['akhir', 'ya', 'yg', 'ditunggu', 'sampe', 'juga', 'thank', 'you']","['akhir', 'ya', 'yang', 'ditunggu', 'sampai', 'juga', 'terima kasih', 'kamu']","['akhir', 'ya', 'yang', 'tunggu', 'sampai', 'juga', 'terima kasih', 'kamu']",ya tunggu terima kasih
barang diterima dgn baik dan cepat terimakasih,5,Positive,"['barang', 'diterima', 'dgn', 'baik', 'dan', 'cepat', 'terimakasih']","['barang', 'diterima', 'dengan', 'baik', 'dan', 'cepat', 'terima kasih']","['barang', 'terima', 'dengan', 'baik', 'dan', 'cepat', 'terima kasih']",barang terima cepat terima kasih
mantap barang sesuai pesanan,5,Positive,"['mantap', 'barang', 'sesuai', 'pesanan']","['mantap', 'barang', 'sesuai', 'pesanan']","['mantap', 'barang', 'sesuai', 'pesan']",mantap barang sesuai pesan
rasanya belum tau karena sampainya pagi dan masih puasa tapi proteksinya perlu diacungi jempol semoga original bukan kw,5,Positive,"['rasanya', 'belum', 'tau', 'karena', 'sampainya', 'pagi', 'dan', 'masih', 'puasa', 'tapi', 'proteksinya', 'perlu', 'diacungi', 'jempol', 'semoga', 'original', 'bukan', 'kw']","['rasanya', 'belum', 'tahu', 'karena', 'sampai', 'pagi', 'dan', 'masih', 'puasa', 'tapi', 'proteksinya', 'perlu', 'diacungi', 'jempol', 'semoga', 'asli', 'bukan', 'kw']","['rasa', 'belum', 'tahu', 'karena', 'sampai', 'pagi', 'dan', 'masih', 'puasa', 'tapi', 'proteksi', 'perlu', 'acung', 'jempol', 'moga', 'asli', 'bukan', 'kw']",pagi puasa proteksi acung jempol moga asli kw
mantab gan,5,Positive,"['mantab', 'gan']","['mantap', 'juragan']","['mantap', 'juragan']",mantap juragan
barang asli jdi beli dsini ajah gx usah jauhw kemalang thanks seller,5,Positive,"['barang', 'asli', 'jdi', 'beli', 'dsini', 'ajah', 'gx', 'usah', 'jauhw', 'kemalang', 'thanks', 'seller']","['barang', 'asli', 'jadi', 'beli', 'disini', 'ajah', 'tidak', 'usah', 'jauh', 'kemalang', 'terima kasih', 'seller']","['barang', 'asli', 'jadi', 'beli', 'sini', 'ajah', 'tidak', 'usah', 'jauh', 'malang', 'terima kasih', 'seller']",barang asli beli ajah malang terima kasih seller
seller ramah dan baik packaging rapi aman dipakai bubble wrap recommended seller,5,Positive,"['seller', 'ramah', 'dan', 'baik', 'packaging', 'rapi', 'aman', 'dipakai', 'bubble', 'wrap', 'recommended', 'seller']","['seller', 'ramah', 'dan', 'baik', 'pengemasan', 'rapi', 'aman', 'dipakai', 'bubble', 'pembungkus', 'recommended', 'seller']","['seller', 'ramah', 'dan', 'baik', 'emas', 'rapi', 'aman', 'pakai', 'bubble', 'bungkus', 'recommended', 'seller']",seller ramah emas rapi aman pakai bubble bungkus recommended seller
kripiknya dibungkus bubble satu persatu  dimskkan dus donk thanks seller,5,Positive,"['kripiknya', 'dibungkus', 'bubble', 'satu', 'persatu', 'dimskkan', 'dus', 'donk', 'thanks', 'seller']","['kripiknya', 'bungkus', 'bubble', 'satu', 'persatu', 'dimskkan', 'kardus', 'dong', 'terima kasih', 'seller']","['kripiknya', 'bungkus', 'bubble', 'satu', 'satu', 'dimskkan', 'kardus', 'dong', 'terima kasih', 'seller']",kripiknya bungkus bubble dimskkan kardus terima kasih seller
packing aman pake wrap seller fast response mantap betul,5,Positive,"['packing', 'aman', 'pake', 'wrap', 'seller', 'fast', 'response', 'mantap', 'betul']","['pengemasan', 'aman', 'pakai', 'pembungkus', 'seller', 'cepat', 'tanggapan', 'mantap', 'betul']","['emas', 'aman', 'pakai', 'bungkus', 'seller', 'cepat', 'tanggap', 'mantap', 'betul']",emas aman pakai bungkus seller cepat tanggap mantap
sekarang keripiknya tebal dan lebih keras jadi butuh tenaga ekstra untuk gigitnya beda sama yg dulu btw packingannya super rapi masing item dibungkus dengan bubble recommended seller,3,Negative,"['sekarang', 'keripiknya', 'tebal', 'dan', 'lebih', 'keras', 'jadi', 'butuh', 'tenaga', 'ekstra', 'untuk', 'gigitnya', 'beda', 'sama', 'yg', 'dulu', 'btw', 'packingannya', 'super', 'rapi', 'masing', 'item', 'dibungkus', 'dengan', 'bubble', 'recommended', 'seller']","['sekarang', 'keripiknya', 'tebal', 'dan', 'lebih', 'keras', 'jadi', 'butuh', 'tenaga', 'ekstra', 'untuk', 'gigitnya', 'beda', 'sama', 'yang', 'dulu', 'ngomong-ngomong', 'packingannya', 'super', 'rapi', 'masing', 'item', 'bungkus', 'dengan', 'bubble', 'recommended', 'seller']","['sekarang', 'keripik', 'tebal', 'dan', 'lebih', 'keras', 'jadi', 'butuh', 'tenaga', 'ekstra', 'untuk', 'gigit', 'beda', 'sama', 'yang', 'dulu', 'ngomong-ngomong', 'packingannya', 'super', 'rapi', 'masing', 'item', 'bungkus', 'dengan', 'bubble', 'recommended', 'seller']",keripik tebal keras butuh tenaga ekstra gigit beda ngomong-ngomong packingannya super rapi item bungkus bubble recommended seller
produk bagus fast respon terima kasih,5,Positive,"['produk', 'bagus', 'fast', 'respon', 'terima', 'kasih']","['produk', 'bagus', 'cepat', 'respons', 'terima', 'kasih']","['produk', 'bagus', 'cepat', 'respons', 'terima', 'kasih']",produk bagus cepat respons terima kasih
belum dicoba sih tapi semoga enak nyesel cuma beli gr dikit bangett,3,Positive,"['belum', 'dicoba', 'sih', 'tapi', 'semoga', 'enak', 'nyesel', 'cuma', 'beli', 'gr', 'dikit', 'bangett']","['belum', 'dicoba', 'sih', 'tapi', 'semoga', 'enak', 'menyesal', 'cuma', 'beli', 'gr', 'sedikit', 'bangett']","['belum', 'coba', 'sih', 'tapi', 'moga', 'enak', 'sesal', 'cuma', 'beli', 'gr', 'sedikit', 'bangett']",coba sih moga enak sesal beli gr bangett
enak kacangnya empuk lumayan oke juga dengan harga yang masih terjangkau,5,Positive,"['enak', 'kacangnya', 'empuk', 'lumayan', 'oke', 'juga', 'dengan', 'harga', 'yang', 'masih', 'terjangkau']","['enak', 'kacang', 'empuk', 'lumayan', 'oke', 'juga', 'dengan', 'harga', 'yang', 'masih', 'terjangkau']","['enak', 'kacang', 'empuk', 'lumayan', 'oke', 'juga', 'dengan', 'harga', 'yang', 'masih', 'jangkau']",enak kacang empuk lumayan oke harga jangkau
agak melempem ya,4,Negative,"['agak', 'melempem', 'ya']","['agak', 'melempem', 'ya']","['agak', 'melempem', 'ya']",melempem ya
cepat sampai rasa enak memuaskan,5,Positive,"['cepat', 'sampai', 'rasa', 'enak', 'memuaskan']","['cepat', 'sampai', 'rasa', 'enak', 'memuaskan']","['cepat', 'sampai', 'rasa', 'enak', 'muas']",cepat enak muas
enak packaging juga rapih terima kasih,5,Positive,"['enak', 'packaging', 'juga', 'rapih', 'terima', 'kasih']","['enak', 'pengemasan', 'juga', 'rapi', 'terima', 'kasih']","['enak', 'emas', 'juga', 'rapi', 'terima', 'kasih']",enak emas rapi terima kasih
rasa enak ga tengik,5,Positive,"['rasa', 'enak', 'ga', 'tengik']","['rasa', 'enak', 'tidak', 'tengik']","['rasa', 'enak', 'tidak', 'tengik']",enak tengik
ada yg gosongnyaa,4,Negative,"['ada', 'yg', 'gosongnyaa']","['ada', 'yang', 'gosongnyaa']","['ada', 'yang', 'gosongnyaa']",gosongnyaa
enak mede nyaaa,5,Positive,"['enak', 'mede', 'nyaaa']","['enak', 'mede', 'nyaaa']","['enak', 'mede', 'nyaaa']",enak mede nyaaa
repeay order sekian kalinya kardusnya basah kena hujan untung kacangnya dibungkus dgn bubble wrap,5,Positive,"['repeay', 'order', 'sekian', 'kalinya', 'kardusnya', 'basah', 'kena', 'hujan', 'untung', 'kacangnya', 'dibungkus', 'dgn', 'bubble', 'wrap']","['repeat', 'beli', 'sekian', 'kalinya', 'kardusnya', 'basah', 'kena', 'hujan', 'untung', 'kacang', 'bungkus', 'dengan', 'bubble', 'pembungkus']","['repeat', 'beli', 'sekian', 'kali', 'kardus', 'basah', 'kena', 'hujan', 'untung', 'kacang', 'bungkus', 'dengan', 'bubble', 'bungkus']",repeat beli sekian kali kardus basah kena hujan untung kacang bungkus bubble bungkus
mudahan enk harus dipercepat pengirimanya,4,Positive,"['mudahan', 'enk', 'harus', 'dipercepat', 'pengirimanya']","['mudahan', 'enak', 'harus', 'dipercepat', 'pengiriman']","['mudah', 'enak', 'harus', 'cepat', 'kirim']",mudah enak cepat kirim
yang tiba varian original,4,Negative,"['yang', 'tiba', 'varian', 'original']","['yang', 'datang', 'varian', 'asli']","['yang', 'datang', 'varian', 'asli']",varian asli
maaf ya barangnya tidak diterima,3,Negative,"['maaf', 'ya', 'barangnya', 'tidak', 'diterima']","['maaf', 'ya', 'barang', 'tidak', 'diterima']","['maaf', 'ya', 'barang', 'tidak', 'terima']",maaf ya barang terima
mantapppp sesuai deskripsi,5,Positive,"['mantapppp', 'sesuai', 'deskripsi']","['mantapppp', 'sesuai', 'deskripsi']","['mantapppp', 'sesuai', 'deskripsi']",mantapppp sesuai deskripsi
ternyata rasa jagung bakar sama nori kurang klop rasanya unik,3,Negative,"['ternyata', 'rasa', 'jagung', 'bakar', 'sama', 'nori', 'kurang', 'klop', 'rasanya', 'unik']","['ternyata', 'rasa', 'jagung', 'bakar', 'sama', 'nori', 'kurang', 'klop', 'rasanya', 'unik']","['nyata', 'rasa', 'jagung', 'bakar', 'sama', 'nori', 'kurang', 'klop', 'rasa', 'unik']",nyata jagung bakar nori klop unik
rasa enak pengiriman cepat sayang pas mau digoreng patah ikannya pdhl sdh dari frezer,4,Negative,"['rasa', 'enak', 'pengiriman', 'cepat', 'sayang', 'pas', 'mau', 'digoreng', 'patah', 'ikannya', 'pdhl', 'sdh', 'dari', 'frezer']","['rasa', 'enak', 'pengiriman', 'cepat', 'sayang', 'pas', 'mau', 'digoreng', 'patah', 'ikannya', 'padahal', 'sudah', 'dari', 'frezer']","['rasa', 'enak', 'kirim', 'cepat', 'sayang', 'pas', 'mau', 'goreng', 'patah', 'ikan', 'padahal', 'sudah', 'dari', 'frezer']",enak kirim cepat sayang pas goreng patah ikan frezer
packing dengan bubble dus sangat rapi sehingga kondisi bandeng aman semoga tidak terlalu asin cukup pake free ongkir bisa lo seller responsif,5,Positive,"['packing', 'dengan', 'bubble', 'dus', 'sangat', 'rapi', 'sehingga', 'kondisi', 'bandeng', 'aman', 'semoga', 'tidak', 'terlalu', 'asin', 'cukup', 'pake', 'free', 'ongkir', 'bisa', 'lo', 'seller', 'responsif']","['pengemasan', 'dengan', 'bubble', 'kardus', 'sangat', 'rapi', 'sehingga', 'kondisi', 'bandeng', 'aman', 'semoga', 'tidak', 'terlalu', 'asin', 'cukup', 'pakai', 'free', 'ongkir', 'bisa', 'lo', 'seller', 'responsif']","['emas', 'dengan', 'bubble', 'kardus', 'sangat', 'rapi', 'sehingga', 'kondisi', 'bandeng', 'aman', 'moga', 'tidak', 'terlalu', 'asin', 'cukup', 'pakai', 'free', 'ongkir', 'bisa', 'lo', 'seller', 'responsif']",emas bubble kardus rapi kondisi bandeng aman moga asin pakai free ongkir lo seller responsif
rekomended pokoknya,5,Positive,"['rekomended', 'pokoknya']","['rekomendasi', 'pokoknya']","['rekomendasi', 'pokok']",rekomendasi pokok
mantap rekomended,5,Positive,"['mantap', 'rekomended']","['mantap', 'rekomendasi']","['mantap', 'rekomendasi']",mantap rekomendasi
mantap pelayanan dan produknya recommended banget,5,Positive,"['mantap', 'pelayanan', 'dan', 'produknya', 'recommended', 'banget']","['mantap', 'pelayanan', 'dan', 'produknya', 'recommended', 'banget']","['mantap', 'layan', 'dan', 'produk', 'recommended', 'banget']",mantap layan produk recommended banget
delivery on time bandeng nikmat sesuai deskripsi,5,Positive,"['delivery', 'on', 'time', 'bandeng', 'nikmat', 'sesuai', 'deskripsi']","['pengiriman', 'on', 'waktu', 'bandeng', 'nikmat', 'sesuai', 'deskripsi']","['kirim', 'on', 'waktu', 'bandeng', 'nikmat', 'sesuai', 'deskripsi']",kirim on bandeng nikmat sesuai deskripsi
pelayanannya ramah packingnya sip deliverynya prima produknya top untuk harga yg terjangkau recommended banget yang mau coba jangan ragu betul lho,5,Positive,"['pelayanannya', 'ramah', 'packingnya', 'sip', 'deliverynya', 'prima', 'produknya', 'top', 'untuk', 'harga', 'yg', 'terjangkau', 'recommended', 'banget', 'yang', 'mau', 'coba', 'jangan', 'ragu', 'betul', 'lho']","['pelayanannya', 'ramah', 'pengemasan', 'bagus', 'pengiriman', 'prima', 'produknya', 'top', 'untuk', 'harga', 'yang', 'terjangkau', 'recommended', 'banget', 'yang', 'mau', 'coba', 'jangan', 'ragu', 'betul', 'lho']","['layan', 'ramah', 'emas', 'bagus', 'kirim', 'prima', 'produk', 'top', 'untuk', 'harga', 'yang', 'jangkau', 'recommended', 'banget', 'yang', 'mau', 'coba', 'jangan', 'ragu', 'betul', 'lho']",layan ramah emas bagus kirim prima produk top harga jangkau recommended banget coba ragu lho
packing bagus cepat sampai ini  kasih org sukses yaa,5,Positive,"['packing', 'bagus', 'cepat', 'sampai', 'ini', 'kasih', 'org', 'sukses', 'yaa']","['pengemasan', 'bagus', 'cepat', 'sampai', 'ini', 'kasih', 'orang', 'sukses', 'yaa']","['emas', 'bagus', 'cepat', 'sampai', 'ini', 'kasih', 'orang', 'sukses', 'yaa']",emas bagus cepat kasih orang sukses yaa
repeat orderke sekian kali enakk cocokk,5,Positive,"['repeat', 'orderke', 'sekian', 'kali', 'enakk', 'cocokk']","['ulang', 'orderke', 'sekian', 'kali', 'enakk', 'cocokk']","['ulang', 'orderke', 'sekian', 'kali', 'enakk', 'cocokk']",ulang orderke sekian kali enakk cocokk
ownernya ramah dan baik responya cepat packagingnya super duper rapih barangnya good quality bakal repeat order lagi sukses selalu mbak cantik,5,Positive,"['ownernya', 'ramah', 'dan', 'baik', 'responya', 'cepat', 'packagingnya', 'super', 'duper', 'rapih', 'barangnya', 'good', 'quality', 'bakal', 'repeat', 'order', 'lagi', 'sukses', 'selalu', 'mbak', 'cantik']","['ownernya', 'ramah', 'dan', 'baik', 'respons', 'cepat', 'pengemasan', 'super', 'duper', 'rapi', 'barang', 'good', 'kualitas', 'bakal', 'ulang', 'beli', 'lagi', 'sukses', 'selalu', 'mbak', 'cantik']","['ownernya', 'ramah', 'dan', 'baik', 'respons', 'cepat', 'emas', 'super', 'duper', 'rapi', 'barang', 'good', 'kualitas', 'bakal', 'ulang', 'beli', 'lagi', 'sukses', 'selalu', 'mbak', 'cantik']",ownernya ramah respons cepat emas super duper rapi barang good kualitas ulang beli sukses mbak cantik
lumayan enak tp terlalu mahal tidak sebanding dg harga,3,Negative,"['lumayan', 'enak', 'tp', 'terlalu', 'mahal', 'tidak', 'sebanding', 'dg', 'harga']","['lumayan', 'enak', 'tapi', 'terlalu', 'mahal', 'tidak', 'sebanding', 'dengan', 'harga']","['lumayan', 'enak', 'tapi', 'terlalu', 'mahal', 'tidak', 'banding', 'dengan', 'harga']",lumayan enak mahal banding harga
ownernya ramah packaging ok bakal repeat order thankyou,5,Positive,"['ownernya', 'ramah', 'packaging', 'ok', 'bakal', 'repeat', 'order', 'thankyou']","['ownernya', 'ramah', 'pengemasan', 'ok', 'bakal', 'ulang', 'beli', 'terima kasih']","['ownernya', 'ramah', 'emas', 'ok', 'bakal', 'ulang', 'beli', 'terima kasih']",ownernya ramah emas ok ulang beli terima kasih
ownernya ramah responya cepat packaging dan pengiriman ok thankyou amut utk servicenya bakal repeat order,5,Positive,"['ownernya', 'ramah', 'responya', 'cepat', 'packaging', 'dan', 'pengiriman', 'ok', 'thankyou', 'amut', 'utk', 'servicenya', 'bakal', 'repeat', 'order']","['ownernya', 'ramah', 'respons', 'cepat', 'pengemasan', 'dan', 'pengiriman', 'ok', 'terima kasih', 'amut', 'untuk', 'pelayanan', 'bakal', 'ulang', 'beli']","['ownernya', 'ramah', 'respons', 'cepat', 'emas', 'dan', 'kirim', 'ok', 'terima kasih', 'amut', 'untuk', 'layan', 'bakal', 'ulang', 'beli']",ownernya ramah respons cepat emas kirim ok terima kasih amut layan ulang beli
seller ramah responsif sangat membantu jadi komunikasi nya enak packing rapi dan pengiriman cepat repeat order sih ini,5,Positive,"['seller', 'ramah', 'responsif', 'sangat', 'membantu', 'jadi', 'komunikasi', 'nya', 'enak', 'packing', 'rapi', 'dan', 'pengiriman', 'cepat', 'repeat', 'order', 'sih', 'ini']","['seller', 'ramah', 'responsif', 'sangat', 'membantu', 'jadi', 'komunikasi', 'nya', 'enak', 'pengemasan', 'rapi', 'dan', 'pengiriman', 'cepat', 'ulang', 'beli', 'sih', 'ini']","['seller', 'ramah', 'responsif', 'sangat', 'bantu', 'jadi', 'komunikasi', 'nya', 'enak', 'emas', 'rapi', 'dan', 'kirim', 'cepat', 'ulang', 'beli', 'sih', 'ini']",seller ramah responsif bantu komunikasi nya enak emas rapi kirim cepat ulang beli sih
paket sampai siang hr yg dikirim katanya suka terima kasih ya,5,Positive,"['paket', 'sampai', 'siang', 'hr', 'yg', 'dikirim', 'katanya', 'suka', 'terima', 'kasih', 'ya']","['paket', 'sampai', 'siang', 'hari', 'yang', 'dikirim', 'katanya', 'suka', 'terima', 'kasih', 'ya']","['paket', 'sampai', 'siang', 'hari', 'yang', 'kirim', 'kata', 'suka', 'terima', 'kasih', 'ya']",paket siang kirim suka terima kasih ya
fast respond penjual ramah delivery on time thanks,5,Positive,"['fast', 'respond', 'penjual', 'ramah', 'delivery', 'on', 'time', 'thanks']","['cepat', 'respons', 'penjual', 'ramah', 'pengiriman', 'on', 'waktu', 'terima kasih']","['cepat', 'respons', 'jual', 'ramah', 'kirim', 'on', 'waktu', 'terima kasih']",cepat respons jual ramah kirim on terima kasih
puas banget makasih,5,Positive,"['puas', 'banget', 'makasih']","['puas', 'banget', 'terima kasih']","['puas', 'banget', 'terima kasih']",puas banget terima kasih
enak sekali pemjual sangat responsif dan ramah sangat membantu pengiriman cepat akan pesan lagi sih pasti,5,Positive,"['enak', 'sekali', 'pemjual', 'sangat', 'responsif', 'dan', 'ramah', 'sangat', 'membantu', 'pengiriman', 'cepat', 'akan', 'pesan', 'lagi', 'sih', 'pasti']","['enak', 'sekali', 'pemjual', 'sangat', 'responsif', 'dan', 'ramah', 'sangat', 'membantu', 'pengiriman', 'cepat', 'akan', 'pesan', 'lagi', 'sih', 'pasti']","['enak', 'sekali', 'pemjual', 'sangat', 'responsif', 'dan', 'ramah', 'sangat', 'bantu', 'kirim', 'cepat', 'akan', 'pesan', 'lagi', 'sih', 'pasti']",enak pemjual responsif ramah bantu kirim cepat pesan sih
nasi jeruknya enak ayamnya juga pengiriman cepat,5,Positive,"['nasi', 'jeruknya', 'enak', 'ayamnya', 'juga', 'pengiriman', 'cepat']","['nasi', 'jeruknya', 'enak', 'ayamnya', 'juga', 'pengiriman', 'cepat']","['nasi', 'jeruk', 'enak', 'ayam', 'juga', 'kirim', 'cepat']",nasi jeruk enak ayam kirim cepat
repeat order yang kesekian kalinya pelayanan dan respon toko selalu baik kualitas makanan dan rasanya selalu baik recommended,5,Positive,"['repeat', 'order', 'yang', 'kesekian', 'kalinya', 'pelayanan', 'dan', 'respon', 'toko', 'selalu', 'baik', 'kualitas', 'makanan', 'dan', 'rasanya', 'selalu', 'baik', 'recommended']","['ulang', 'beli', 'yang', 'kesekian', 'kalinya', 'pelayanan', 'dan', 'respons', 'toko', 'selalu', 'baik', 'kualitas', 'makanan', 'dan', 'rasanya', 'selalu', 'baik', 'recommended']","['ulang', 'beli', 'yang', 'sekian', 'kali', 'layan', 'dan', 'respons', 'toko', 'selalu', 'baik', 'kualitas', 'makan', 'dan', 'rasa', 'selalu', 'baik', 'recommended']",ulang beli sekian kali layan respons toko kualitas makan recommended
best paling enak dibanding produk sejenis ngga eneg,5,Positive,"['best', 'paling', 'enak', 'dibanding', 'produk', 'sejenis', 'ngga', 'eneg']","['terbaik', 'paling', 'enak', 'dibanding', 'produk', 'sejenis', 'ngga', 'enek']","['baik', 'paling', 'enak', 'banding', 'produk', 'jenis', 'ngga', 'enek']",enak banding produk jenis ngga enek
di deskripsi full baked aman utk bumil dan udh ksh notes juga utk dipastiin mateng krna lg hamil ternyata salmonnya msh mentah bismillah semoga gapapa lain kali tolong dipastiin aja kalo udh mateng,2,Negative,"['di', 'deskripsi', 'full', 'baked', 'aman', 'utk', 'bumil', 'dan', 'udh', 'ksh', 'notes', 'juga', 'utk', 'dipastiin', 'mateng', 'krna', 'lg', 'hamil', 'ternyata', 'salmonnya', 'msh', 'mentah', 'bismillah', 'semoga', 'gapapa', 'lain', 'kali', 'tolong', 'dipastiin', 'aja', 'kalo', 'udh', 'mateng']","['di', 'deskripsi', 'full', 'baked', 'aman', 'untuk', 'bumil', 'dan', 'sudah', 'kasih', 'notes', 'juga', 'untuk', 'dipastiin', 'matang', 'karena', 'lagi', 'hamil', 'ternyata', 'salmonnya', 'masih', 'mentah', 'bismillah', 'semoga', 'tidak apa', 'lain', 'kali', 'tolong', 'dipastiin', 'saja', 'kalau', 'sudah', 'matang']","['di', 'deskripsi', 'full', 'baked', 'aman', 'untuk', 'bumil', 'dan', 'sudah', 'kasih', 'notes', 'juga', 'untuk', 'dipastiin', 'matang', 'karena', 'lagi', 'hamil', 'nyata', 'salmon', 'masih', 'mentah', 'bismillah', 'moga', 'tidak apa', 'lain', 'kali', 'tolong', 'dipastiin', 'saja', 'kalau', 'sudah', 'matang']",deskripsi full baked aman bumil kasih notes dipastiin matang hamil nyata salmon mentah bismillah moga tidak apa kali tolong dipastiin matang
salmonnya dan saus mentainya melimpah ruah kesukaan kalo lg ke jakarta pasti pesan ini tapi ntah kenapa kali ini rasanya aga asin,5,Negative,"['salmonnya', 'dan', 'saus', 'mentainya', 'melimpah', 'ruah', 'kesukaan', 'kalo', 'lg', 'ke', 'jakarta', 'pasti', 'pesan', 'ini', 'tapi', 'ntah', 'kenapa', 'kali', 'ini', 'rasanya', 'aga', 'asin']","['salmonnya', 'dan', 'saus', 'mentainya', 'melimpah', 'ruah', 'kesukaan', 'kalau', 'lagi', 'ke', 'jakarta', 'pasti', 'pesan', 'ini', 'tapi', 'entah', 'kenapa', 'kali', 'ini', 'rasanya', 'agak', 'asin']","['salmon', 'dan', 'saus', 'mentainya', 'limpah', 'ruah', 'suka', 'kalau', 'lagi', 'ke', 'jakarta', 'pasti', 'pesan', 'ini', 'tapi', 'entah', 'kenapa', 'kali', 'ini', 'rasa', 'agak', 'asin']",salmon saus mentainya limpah ruah suka jakarta pesan kali asin
